"Date"|"Flight"|"Departure"|"STD"|"Arrival"|"STA"|"Aircraft"|"Status"|"Duration"
"8 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"22:50 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 23:11 EDT"|"02h05m"
"8 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 20:28 EDT"|"03h16m"
"8 Mar"|" WAL9804"|"Jacksonville, FL(JAX/KJAX)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:49 CDT"|"02h23m"
"8 Mar"|" WAL408"|"Jacksonville, FL(JAX/KJAX)"|"15:05 EDT"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"02h31m"
"8 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"13:00 EDT"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N808WA)"|"Landed"|"01h49m"
"8 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"12:00 EDT"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 14:55 EST"|"03h30m"
"8 Mar"|" WAL9804"|"Charlotte, NC(CLT/KCLT)"|"-"|"Jacksonville, FL(JAX/KJAX)"|"-"|"MD83 (N804WA)"|"Landed 14:10 EDT"|"-"
"8 Mar"|" WAL408"|"El Paso, TX(ELP/KELP)"|"09:00 MDT"|"Jacksonville, FL(JAX/KJAX)"|"-"|"MD83 "|"Landed"|"02h51m"
"8 Mar"|" WAL102"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 11:06 EDT"|"01h04m"
"8 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"07:30 CDT"|"El Paso, TX(ELP/KELP)"|"-"|"MD83 "|"Landed"|"01h15m"
"8 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"El Paso, TX(ELP/KELP)"|"-"|"MD83 (N804WA)"|"Landed 07:28 MDT"|"01h13m"
"8 Mar"|" WAL115"|"-"|"-"|"-"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"7 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 00:20 EST"|"03h22m"
"7 Mar"|" WAL115"|"Miami, FL(MIA/KMIA)"|"19:30 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N807TR)"|"Landed 21:10 EST"|"01h05m"
"7 Mar"|" WAL203"|"Tampa, FL(TPA/KTPA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 19:37 EST"|"01h26m"
"7 Mar"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"16:55 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"01h24m"
"7 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:00 EST"|"02h10m"
"7 Mar"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 "|"Landed"|"01h39m"
"7 Mar"|" WAL203"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 15:59 EST"|"01h25m"
"7 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"09:10 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"03h20m"
"7 Mar"|" WAL203"|"New York, NY(JFK/KJFK)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 13:14 EST"|"03h30m"
"7 Mar"|" WAL1201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N808WA)"|"Landed"|"01h46m"
"6 Mar"|" WAL212"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 20:50 EST"|"01h56m"
"6 Mar"|" WAL1202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 20:27 EST"|"02h04m"
"6 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 "|"Landed"|"03h15m"
"6 Mar"|" WAL203"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 21:25 EST"|"03h05m"
"6 Mar"|" WAL408"|"Denver, CO(DEN/KDEN)"|"14:10 MST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"01h53m"
"6 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:45 CST"|"-"
"6 Mar"|" WAL608"|"Jacksonville, FL(JAX/KJAX)"|"15:35 EST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 17:02 CST"|"02h24m"
"6 Mar"|" WAL203"|"Tampa, FL(TPA/KTPA)"|"14:55 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 16:45 EST"|"01h29m"
"6 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"14:00 EST"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N808WA)"|"Landed 18:02 AST"|"01h44m"
"6 Mar"|" WAL408"|"Victorville, CA(VCV/KVCV)"|"10:05 PST"|"Denver, CO(DEN/KDEN)"|"-"|"MD83 "|"Landed"|"01h47m"
"6 Mar"|" WAL9804"|"-"|"-"|"Denver, CO(DEN/KDEN)"|"-"|"MD83 (N804WA)"|"Landed 12:41 MST"|"-"
"6 Mar"|" WAL202"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 13:50 EST"|"01h24m"
"6 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"12:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N807TR)"|"Landed"|"02h34m"
"6 Mar"|" WAL608"|"El Paso, TX(ELP/KELP)"|"09:30 MST"|"Jacksonville, FL(JAX/KJAX)"|"-"|"MD83 (N806WA)"|"Landed 14:15 EST"|"02h48m"
"6 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"08:00 CST"|"Victorville, CA(VCV/KVCV)"|"-"|"MD83 "|"Landed"|"02h30m"
"6 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"08:00 CST"|"El Paso, TX(ELP/KELP)"|"-"|"MD83 (N806WA)"|"Landed 08:03 MST"|"01h13m"
"6 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"Victorville, CA(VCV/KVCV)"|"-"|"MD83 (N804WA)"|"Landed 08:22 PST"|"02h30m"
"6 Mar"|" WAL621"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 11:20 EST"|"-"
"5 Mar"|" WAL9808"|"San Antonio, TX(SAT/KSAT)"|"17:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 21:22 EST"|"02h08m"
"5 Mar"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"14:40 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:14 EST"|"02h17m"
"5 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 16:01 EST"|"02h07m"
"5 Mar"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"12:05 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N807TR)"|"Landed"|"01h09m"
"5 Mar"|" WAL408"|"Guatemala City(GUA/MGGT)"|"12:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"02h32m"
"5 Mar"|" WAL888"|"San Salvador(SAL/MSLP)"|"12:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N808WA)"|"Landed 16:27 CST"|"02h44m"
"5 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"10:40 EST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N807TR)"|"Landed"|"01h13m"
"5 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:35 CST"|"-"
"5 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"09:45 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 13:55 EST"|"03h47m"
"5 Mar"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"08:35 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 "|"Landed"|"02h03m"
"5 Mar"|" WAL888"|"Laredo, TX(LRD/KLRD)"|"08:10 CST"|"San Salvador(SAL/MSLP)"|"-"|"MD83 "|"Landed"|"02h36m"
"5 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h49m"
"5 Mar"|" WAL9808"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N808WA)"|"Landed"|"-"
"5 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"08:00 EST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"01h22m"
"5 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"5 Mar"|" WAL888"|"San Antonio, TX(SAT/KSAT)"|"06:25 CST"|"Laredo, TX(LRD/KLRD)"|"-"|"MD83 "|"Landed"|"00h31m"
"5 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"06:25 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h46m"
"5 Mar"|" WAL9808"|"Miami, FL(MIA/KMIA)"|"03:30 EST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N808WA)"|"Landed 05:28 CST"|"02h53m"
"4 Mar"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 "|"Landed"|"03h14m"
"4 Mar"|" WAL600"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 22:15 EST"|"03h11m"
"4 Mar"|" WAL600"|"-"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"4 Mar"|" WAL212"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 18:06 EST"|"02h02m"
"4 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 17:34 EST"|"02h06m"
"4 Mar"|" WAL600"|"-"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"4 Mar"|" WAL708"|"Guatemala City(GUA/MGGT)"|"12:10 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:08 EST"|"02h00m"
"4 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"09:30 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 "|"Landed"|"01h46m"
"4 Mar"|" WAL600"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 10:06 EST"|"-"
"4 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"02h18m"
"4 Mar"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"06:20 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N807TR)"|"Landed"|"02h35m"
"4 Mar"|" WAL600"|"Georgetown(GCM/MWCR)"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"3 Mar"|" WAL408"|"San Salvador(SAL/MSLP)"|"12:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"06h03m"
"3 Mar"|" WAL608"|"Guatemala City(GUA/MGGT)"|"11:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 14:35 CST"|"02h29m"
"3 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"-"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"3 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 14:21 CST"|"-"
"3 Mar"|" WAL608"|"Brownsville, TX(BRO/KBRO)"|"07:35 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N806WA)"|"Landed"|"02h04m"
"3 Mar"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"08:05 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed"|"01h15m"
"3 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"3 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"06:15 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h52m"
"3 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"05:25 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N806WA)"|"Landed"|"00h41m"
"3 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"-"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N807TR)"|"Landed"|"-"
"2 Mar"|" WAL212"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 21:08 EST"|"01h57m"
"2 Mar"|" WAL708"|"La Mesa(SAP/MHLM)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:05 EST"|"01h45m"
"2 Mar"|" WAL608"|"Brownsville, TX(BRO/KBRO)"|"14:40 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 14:53 CST"|"00h47m"
"2 Mar"|" WAL203"|"Tampa, FL(TPA/KTPA)"|"14:55 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 16:55 EST"|"01h27m"
"2 Mar"|" WAL408"|"Alexandria, LA(AEX/KAEX)"|"13:20 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 "|"Landed"|"01h16m"
"2 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"14:00 EST"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N808WA)"|"Landed 16:42 AST"|"01h41m"
"2 Mar"|" WAL9804"|"-"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 16:08 CST"|"-"
"2 Mar"|" WAL1202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:36 EST"|"02h15m"
"2 Mar"|" WAL608"|"Columbus, GA(CSG/KCSG)"|"12:15 EST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N806WA)"|"Landed"|"02h19m"
"2 Mar"|" WAL708"|"Houston, TX(IAH/KIAH)"|"11:10 CST"|"La Mesa(SAP/MHLM)"|"-"|"MD83 (N807TR)"|"Landed"|"02h14m"
"2 Mar"|" WAL620"|"-"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 13:58 EST"|"-"
"2 Mar"|" WAL408"|"Albuquerque, NM(ABQ/KABQ)"|"09:15 MST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 "|"Landed"|"01h46m"
"2 Mar"|" WAL620"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 11:19 EST"|"-"
"2 Mar"|" WAL202"|"Miami, FL(MIA/KMIA)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"2 Mar"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"08:00 CST"|"Columbus, GA(CSG/KCSG)"|"-"|"MD83 (N806WA)"|"Landed"|"01h32m"
"2 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 "|"Landed"|"01h46m"
"2 Mar"|" WAL9804"|"San Antonio, TX(SAT/KSAT)"|"-"|"-"|"-"|"MD83 (N804WA)"|"Landed"|"-"
"2 Mar"|" WAL408"|"San Antonio, TX(SAT/KSAT)"|"07:30 CST"|"Albuquerque, NM(ABQ/KABQ)"|"-"|"MD83 "|"Landed"|"01h40m"
"2 Mar"|" WAL620"|"Georgetown(GCM/MWCR)"|"-"|"-"|"-"|"MD83 (N801WA)"|"Landed"|"-"
"2 Mar"|" WAL708"|"Miami, FL(MIA/KMIA)"|"-"|"Houston, TX(IAH/KIAH)"|"-"|"MD83 (N807TR)"|"Landed 09:56 CST"|"04h11m"
"1 Mar"|" WAL9102"|"St Louis, MO(STL/KSTL)"|"19:00 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 21:29 EST"|"02h00m"
"1 Mar"|" WAL107"|"Miami, FL(MIA/KMIA)"|"19:30 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 21:42 EST"|"01h10m"
"1 Mar"|" WAL106"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 18:26 EST"|"01h06m"
"1 Mar"|" WAL212"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 18:21 EST"|"02h19m"
"1 Mar"|" WAL601"|"Miami, FL(MIA/KMIA)"|"16:00 EST"|"St Louis, MO(STL/KSTL)"|"-"|"MD83 (N808WA)"|"Landed 16:38 CST"|"02h37m"
"1 Mar"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 17:46 EST"|"02h17m"
"1 Mar"|" WAL9804"|"Miami, FL(OPF/KOPF)"|"15:00 EST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N804WA)"|"Landed 19:07 CST"|"03h13m"
"1 Mar"|" WAL211"|"Miami, FL(MIA/KMIA)"|"11:30 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N807TR)"|"Landed"|"01h44m"
"1 Mar"|" WAL793"|"New York, NY(JFK/KJFK)"|"11:05 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 14:40 EST"|"03h14m"
"1 Mar"|" WAL601"|"Basseterre(SKB/TKPK)"|"12:00 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N808WA)"|"Landed 13:54 EST"|"03h10m"
"1 Mar"|" WAL102"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 10:23 EST"|"01h12m"
"1 Mar"|" WAL1201"|"Miami, FL(MIA/KMIA)"|"-"|"-"|"-"|"MD83 (N805WA)"|"Landed"|"-"
"1 Mar"|" WAL201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 "|"Landed"|"01h43m"
"29 Feb"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 00:06 EST"|"03h18m"
"29 Feb"|" WAL115"|"Miami, FL(MIA/KMIA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N807TR)"|"Landed 21:05 EST"|"-"
"29 Feb"|" WAL200"|"Tampa, FL(TPA/KTPA)"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 19:38 EST"|"01h34m"
"29 Feb"|" WAL201"|"Tampa, FL(TPA/KTPA)"|"16:55 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 "|"Landed"|"01h34m"
"29 Feb"|" WAL1201"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 17:24 EST"|"-"
"29 Feb"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h17m"
"29 Feb"|" WAL200"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 16:21 EST"|"01h26m"
"29 Feb"|" WAL1201"|"Miami, FL(MIA/KMIA)"|"11:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h50m"
"29 Feb"|" WAL793"|"New York, NY(JFK/KJFK)"|"09:40 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 13:37 EST"|"03h46m"
"29 Feb"|" WAL212"|"Santo Domingo(SDQ/MDSD)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 01:46 EST"|"01h56m"
"28 Feb"|" WAL792"|"Georgetown(GCM/MWCR)"|"-"|"New York, NY(JFK/KJFK)"|"-"|"MD83 (N801WA)"|"Landed 22:13 EST"|"02h57m"
"28 Feb"|" WAL211"|"Miami, FL(MIA/KMIA)"|"17:00 EST"|"Santo Domingo(SDQ/MDSD)"|"-"|"MD83 (N805WA)"|"Landed 20:31 AST"|"01h45m"
"28 Feb"|" WAL708"|"Havana(HAV/MUHA)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 15:55 EST"|"00h41m"
"28 Feb"|" WAL203"|"Tampa, FL(TPA/KTPA)"|"14:55 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 17:58 EST"|"01h41m"
"28 Feb"|" WAL201"|"-"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 15:22 EST"|"-"
"28 Feb"|" WAL1202"|"Punta Cana(PUJ/MDPC)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"02h12m"
"28 Feb"|" WAL202"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 "|"Landed"|"01h32m"
"28 Feb"|" WAL620"|"Georgetown(GCM/MWCR)"|"-"|"Tampa, FL(TPA/KTPA)"|"-"|"MD83 (N801WA)"|"Landed 14:03 EST"|"01h21m"
"28 Feb"|" WAL608"|"Guatemala City(GUA/MGGT)"|"10:00 CST"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 13:25 CST"|"02h37m"
"28 Feb"|" WAL708"|"Miami, FL(MIA/KMIA)"|"11:00 EST"|"Havana(HAV/MUHA)"|"-"|"MD83 (N807TR)"|"Landed"|"00h49m"
"28 Feb"|" WAL201"|"Miami, FL(MIA/KMIA)"|"09:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h45m"
"28 Feb"|" WAL620"|"-"|"-"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 11:26 EST"|"-"
"28 Feb"|" WAL408"|"-"|"-"|"Miami, FL(OPF/KOPF)"|"-"|"MD83 (N804WA)"|"Landed 09:24 EST"|"-"
"28 Feb"|" WAL9804"|"Brownsville, TX(BRO/KBRO)"|"04:45 CST"|"Miami, FL(OPF/KOPF)"|"-"|"MD83 "|"Landed"|"02h29m"
"28 Feb"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"-"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N806WA)"|"Landed"|"-"
"28 Feb"|" WAL9608"|"San Antonio, TX(SAT/KSAT)"|"03:15 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 "|"Landed"|"00h56m"
"27 Feb"|" WAL202"|"Punta Cana(PUJ/MDPC)"|"19:59 AST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed"|"02h11m"
"27 Feb"|" WAL105"|"Miami, FL(MIA/KMIA)"|"16:30 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 18:20 EST"|"01h04m"
"27 Feb"|" WAL608"|"San Salvador(SAL/MSLP)"|"-"|"San Antonio, TX(SAT/KSAT)"|"-"|"MD83 (N806WA)"|"Landed 17:10 CST"|"02h59m"
"27 Feb"|" WAL708"|"Brownsville, TX(BRO/KBRO)"|"13:40 CST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N807TR)"|"Landed 17:18 EST"|"02h08m"
"27 Feb"|" WAL104"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 "|"Landed"|"01h08m"
"27 Feb"|" WAL793"|"Georgetown(GCM/MWCR)"|"-"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N801WA)"|"Landed 15:25 EST"|"01h06m"
"27 Feb"|" WAL201"|"Miami, FL(MIA/KMIA)"|"13:00 EST"|"Punta Cana(PUJ/MDPC)"|"-"|"MD83 (N805WA)"|"Landed"|"01h50m"
"27 Feb"|" WAL708"|"Alexandria, LA(AEX/KAEX)"|"11:05 CST"|"Brownsville, TX(BRO/KBRO)"|"-"|"MD83 (N807TR)"|"Landed"|"01h22m"
"27 Feb"|" WAL9805"|"Miami, FL(OPF/KOPF)"|"12:00 EST"|"Miami, FL(MIA/KMIA)"|"-"|"MD83 (N805WA)"|"Landed 14:00 EST"|"00h12m"
"27 Feb"|" WAL600"|"St Louis, MO(STL/KSTL)"|"-"|"Basseterre(SKB/TKPK)"|"-"|"MD83 (N808WA)"|"Landed 15:32 AST"|"04h19m"
"27 Feb"|" WAL708"|"Columbus, GA(CSG/KCSG)"|"09:40 EST"|"Alexandria, LA(AEX/KAEX)"|"-"|"MD83 (N807TR)"|"Landed 10:17 CST"|"01h19m"
"27 Feb"|" WAL608"|"Laredo, TX(LRD/KLRD)"|"08:10 CST"|"San Salvador(SAL/MSLP)"|"-"|"MD83 (N806WA)"|"Landed"|"02h31m"
"27 Feb"|" WAL793"|"New York, NY(JFK/KJFK)"|"08:45 EST"|"Georgetown(GCM/MWCR)"|"-"|"MD83 (N801WA)"|"Landed 13:06 EST"|"03h48m"
"27 Feb"|" WAL408"|"Brownsville, TX(BRO/KBRO)"|"07:35 CST"|"Guatemala City(GUA/MGGT)"|"-"|"MD83 (N804WA)"|"Landed"|"02h41m"
"27 Feb"|" WAL608"|"San Antonio, TX(SAT/KSAT)"|"06:15 CST"|"Laredo, TX(LRD/KLRD)"|"-"|"MD83 (N806WA)"|"Landed"|"00h29m"
